Date,Open,High,Low,Close,Adj Close,Volume
2022-07-27,130.460007,132.960007,129.809998,132.179993,131.790817,1697900
2022-07-28,132.490005,133.619995,131.399994,133.179993,132.787872,1441700
2022-07-29,132.169998,132.940002,130.070007,131.229996,130.843628,2530800
2022-08-01,130.589996,131.850006,129.789993,130.869995,130.484680,1652600
2022-08-02,129.750000,130.600006,128.729996,128.889999,128.510513,2184900
2022-08-03,131.139999,134.919998,130.410004,133.279999,132.887604,2210800
2022-08-04,133.369995,133.800003,131.990005,133.240005,132.847733,1666300
2022-08-05,132.100006,132.679993,131.210007,132.559998,132.169708,1178600
2022-08-08,132.750000,133.419998,130.589996,131.050003,130.664169,1585800
2022-08-09,130.050003,130.580002,128.059998,129.279999,128.899368,1977400
2022-08-10,130.839996,132.199997,130.100006,131.160004,130.773834,1640500
2022-08-11,131.990005,132.279999,129.589996,129.679993,129.298187,1435400
2022-08-12,130.149994,131.559998,129.789993,131.369995,130.983215,1000300
2022-08-15,130.949997,132.100006,129.850006,131.600006,131.212540,1133100
2022-08-16,131.259995,135.809998,130.539993,135.110001,134.712204,2037000
2022-08-17,134.679993,135.779999,133.000000,133.169998,132.777908,1601200
2022-08-18,133.169998,133.619995,131.979996,132.470001,132.079987,1190500
2022-08-19,131.740005,131.880005,130.119995,130.479996,130.095840,1220800
2022-08-22,129.889999,130.240005,127.629997,128.119995,127.742783,1775000
2022-08-23,127.059998,127.440002,126.279999,126.730003,126.356880,1124700
2022-08-24,126.470001,127.019997,125.500000,125.610001,125.240173,1426700
2022-08-25,126.260002,127.629997,125.370003,127.610001,127.234291,878500
2022-08-26,133.690002,135.850006,131.990005,132.169998,131.780853,9512600
2022-08-29,130.449997,131.380005,127.599998,129.600006,129.218430,2729300
2022-08-30,128.979996,129.050003,125.900002,126.470001,126.282784,1943200
2022-08-31,127.889999,128.809998,126.570000,126.870003,126.682190,1860700
2022-09-01,125.879997,127.760002,125.879997,127.680000,127.490990,1497700
2022-09-02,127.919998,128.449997,125.000000,125.330002,125.144470,1346700
2022-09-06,124.419998,125.059998,122.540001,124.730003,124.545357,2205700
2022-09-07,123.699997,125.870003,123.449997,125.550003,125.364143,2355300
2022-09-08,125.360001,127.190002,124.440002,127.139999,126.951790,1719100
2022-09-09,127.800003,129.740005,127.650002,128.929993,128.739136,1651400
2022-09-12,129.759995,131.399994,129.259995,130.850006,130.656311,1707800
2022-09-13,128.149994,129.479996,126.739998,127.589996,127.401123,2829900
2022-09-14,127.389999,127.720001,125.669998,126.919998,126.732117,1750900
2022-09-15,125.199997,126.660004,123.750000,124.410004,124.225838,2314700
2022-09-16,123.870003,123.970001,120.000000,121.739998,121.559784,5240600
2022-09-19,121.190002,123.010002,120.160004,122.930000,122.748024,1722300
2022-09-20,122.550003,122.629997,119.889999,120.540001,120.361557,1521700
2022-09-21,121.110001,121.180000,117.489998,117.489998,117.316071,1426400
2022-09-22,116.650002,118.300003,116.480003,117.419998,117.246178,1385400
2022-09-23,116.739998,117.309998,114.070000,115.639999,115.468811,1825900
2022-09-26,115.320000,116.570000,114.120003,114.820000,114.650024,1726300
2022-09-27,115.529999,116.570000,114.639999,115.139999,114.969551,1268300
2022-09-28,115.830002,118.940002,115.089996,118.349998,118.174797,2091900
2022-09-29,117.730003,118.250000,116.099998,117.470001,117.296104,1644600
2022-09-30,117.699997,118.510002,115.550003,115.709999,115.538712,2189200
2022-10-03,116.230003,120.430000,116.010002,119.860001,119.682564,2602000
2022-10-04,120.620003,123.339996,120.620003,123.199997,123.017616,2039000
2022-10-05,122.699997,123.739998,121.279999,122.669998,122.488403,1704900
2022-10-06,122.879997,124.790001,122.660004,123.660004,123.476944,1558300
2022-10-07,122.529999,123.339996,121.570000,122.309998,122.128937,1999500
2022-10-10,122.400002,122.470001,119.900002,120.680000,120.501350,1080100
2022-10-11,120.230003,121.269997,118.639999,119.250000,119.073471,1578900
2022-10-12,119.339996,120.199997,118.790001,118.879997,118.704018,1140800
2022-10-13,116.339996,122.160004,116.220001,121.220001,121.040558,1624700
2022-10-14,122.080002,123.220001,119.559998,120.370003,120.191811,1972600
2022-10-17,123.199997,123.580002,120.830002,121.029999,120.850830,1700300
2022-10-18,122.589996,123.989998,122.050003,123.370003,123.187370,1513600
2022-10-19,122.379997,124.599998,121.930000,123.839996,123.656670,1347700
2022-10-20,123.620003,125.699997,122.290001,123.550003,123.367104,1360900
2022-10-21,123.260002,125.309998,122.550003,124.989998,124.804970,1605700
2022-10-24,125.650002,126.379997,123.800003,125.669998,125.483963,1344500
2022-10-25,126.199997,127.809998,125.860001,127.739998,127.550896,1634500
2022-10-26,127.750000,129.539993,126.980003,127.250000,127.061630,1357500
2022-10-27,127.160004,129.610001,127.110001,127.699997,127.510956,2233800
2022-10-28,128.419998,130.449997,127.779999,128.240005,128.050171,2213800
2022-10-31,127.919998,128.679993,125.160004,125.959999,125.773537,2941200
2022-11-01,126.290001,127.699997,125.279999,126.269997,126.083076,2576700
2022-11-02,126.000000,132.710007,123.720001,128.660004,128.469543,4902200
2022-11-03,127.510002,129.369995,126.580002,126.620003,126.432564,2340800
2022-11-04,126.870003,129.820007,126.620003,129.759995,129.567902,2231500
2022-11-07,130.179993,133.399994,129.960007,132.419998,132.223969,2714600
2022-11-08,130.190002,131.470001,127.830002,129.100006,128.908890,2554600
2022-11-09,129.000000,129.139999,126.000000,126.290001,126.103050,2413000
2022-11-10,129.619995,131.550003,128.380005,130.300003,130.107117,2564900
2022-11-11,130.610001,131.410004,128.410004,131.229996,131.035736,2057800
2022-11-14,131.190002,131.690002,129.470001,129.559998,129.368210,2412900
2022-11-15,130.929993,131.869995,127.099998,128.779999,128.589355,2266700
2022-11-16,129.210007,130.839996,128.360001,129.339996,129.148529,1464600
2022-11-17,127.279999,129.619995,126.180000,128.649994,128.459549,1437900
2022-11-18,129.789993,130.279999,128.460007,130.080002,129.887436,1648500
2022-11-21,129.500000,130.020004,126.400002,127.860001,127.670723,1846900
2022-11-22,128.160004,129.649994,127.019997,129.520004,129.328278,1509400
2022-11-23,130.000000,131.619995,129.399994,130.960007,130.766144,1574800
2022-11-25,129.979996,130.270004,129.149994,129.500000,129.308289,781300
2022-11-28,129.020004,130.139999,128.169998,128.350006,128.160004,1332000
2022-11-29,127.790001,128.720001,126.910004,127.589996,127.589996,1330200
2022-11-30,127.690002,131.250000,126.739998,130.779999,130.779999,2809700
2022-12-01,131.830002,132.070007,130.130005,131.619995,131.619995,1806200
2022-12-02,130.580002,132.860001,130.360001,132.279999,132.279999,1233200
2022-12-05,132.169998,133.339996,130.009995,130.419998,130.419998,1745200
2022-12-06,130.160004,130.160004,126.760002,127.410004,127.410004,1943900
2022-12-07,127.769997,128.100006,125.320000,126.010002,126.010002,1489700
2022-12-08,127.050003,127.480003,125.230003,126.110001,126.110001,2259600
2022-12-09,126.099998,126.099998,124.180000,124.709999,124.709999,1985500
2022-12-12,125.750000,126.120003,123.470001,125.599998,125.599998,1666800
2022-12-13,127.760002,128.910004,124.449997,125.680000,125.680000,2416600
2022-12-14,125.849998,126.629997,123.769997,124.660004,124.660004,1477000
2022-12-15,123.629997,124.239998,121.330002,121.730003,121.730003,1686500
2022-12-16,120.769997,121.989998,119.900002,121.739998,121.739998,4312600
2022-12-19,121.559998,121.690002,120.360001,120.790001,120.790001,1606700
2022-12-20,120.540001,122.059998,120.339996,120.419998,120.419998,1181100
2022-12-21,121.160004,122.790001,120.169998,122.500000,122.500000,1615100
2022-12-22,121.809998,122.199997,120.260002,121.419998,121.419998,1335300
2022-12-23,121.019997,121.930000,120.580002,121.510002,121.510002,844700
2022-12-27,121.320000,121.370003,120.339996,120.820000,120.820000,823500
2022-12-28,120.900002,121.370003,119.470001,119.540001,119.540001,898300
2022-12-29,120.120003,122.900002,119.419998,122.190002,122.190002,1222800
2022-12-30,121.779999,122.330002,120.790001,122.180000,122.180000,1164400
2023-01-03,123.589996,124.699997,122.320000,122.800003,122.800003,1677800
